1,53622
2,15437
3,7065
4,4121
5,2924
6,1843
7,1331
8,1107
9,867
10,1061
11,644
12,569
13,473
14,433
15,376
16,337
17,293
18,255
19,226
20,255
21,206
22,191
23,167
24,142
25,148
26,136
27,120
28,107
29,106
30,111
31,98
32,92
33,74
34,62
35,58
36,69
37,73
38,61
39,58
40,45
41,47
42,37
43,41
44,32
45,41
46,31
47,33
48,37
49,25
50,32
51,20
52,17
53,28
54,17
55,16
56,21
57,17
58,17
59,16
60,19
61,17
62,11
63,16
64,9
65,10
66,12
67,9
68,11
69,11
70,5
71,9
72,16
73,16
74,11
75,11
76,11
77,2
78,10
79,3
80,8
81,2
82,3
83,7
84,11
85,7
86,5
87,3
88,7
89,8
90,5
91,4
92,2
93,2
94,7
95,2
96,7
97,3
98,3
99,5
100,6
101,4
102,6
103,3
104,3
105,6
106,7
107,7
108,3
109,4
110,3
111,2
112,2
113,5
114,3
115,2
116,1
117,1
119,4
120,1
122,5
123,1
124,2
125,2
127,1
129,3
130,3
131,1
134,3
135,1
136,2
137,1
138,2
139,1
140,3
141,2
142,1
143,2
144,3
145,2
147,2
148,2
149,1
150,1
151,1
152,1
155,4
157,2
160,2
161,1
162,1
164,1
165,1
166,1
167,2
169,1
170,1
172,3
173,2
174,1
175,1
181,1
182,1
183,1
184,1
186,1
191,2
192,1
199,1
201,1
205,1
207,1
216,1
224,1
229,1
232,1
233,1
237,1
247,1
254,1
272,1
280,1
315,1
442,1
