1963,0.40810842980193246
1915,0.9760190631301198
1972,0.5350309764079623
1933,0.30098438628765106
1952,0.31665820123528515
1892,0.0010606340942008064
2025,0.00011784823268897848
1890,0.0005892411634448924
1950,0.3006308415895841
1997,0.8066711527560577
1923,0.3497735546208881
1967,0.5046261323742058
2019,0.007542286892094623
1939,0.29768463577235965
1956,0.356019510953404
1968,0.5544759348016437
2000,1.0178551857347071
1899,0.2108304882805825
1976,0.5395092092501435
1993,0.6194103110132709
2011,4.854875793855157
1943,0.23522507244720103
2013,5.91244583400605
1914,1.0489671191645975
1891,0.0010606340942008064
1901,0.20635225543840133
1954,0.32962150683107283
2012,5.420665158994943
1988,0.6004367455503453
1966,0.4686824214040674
1932,0.31901516588906476
1946,0.2293326608127521
1944,0.21813707870729918
1981,0.520653492019907
1953,0.3307999891579626
1889,0.00023569646537795696
1983,0.5469336479095491
2024,0.00011784823268897848
1896,0.09663555080496235
1919,0.4460555607277836
2014,6.199524128836402
1973,0.5175894379699935
1957,0.372400415297172
1941,0.27411498923456395
1920,0.509104365216387
1926,0.33810657958467927
1894,0.011077733872763977
1999,0.9505638448693005
1965,0.4589010180908822
1992,0.6399159035011531
2021,0.0012963305595787634
2022,0.0010606340942008064
1902,0.21318745293436206
1990,0.6720884710252443
1893,0.00023569646537795696
2020,0.005656715169070967
1906,0.2180192304746102
1916,0.7973611423736284
1991,0.6204709451074717
1895,0.013788243224610482
1975,0.5405698433443443
1900,0.2141302387958739
1908,0.5045082841415168
1964,0.4495910077084529
1980,0.5439874420923246
1974,0.5191214649949502
1925,0.34152417833265963
1936,0.3439989912191282
1912,0.9773153936896986
1878,0.00011784823268897848
1905,0.19845642384823975
2016,1.0411891358071248
1978,0.5371522445963639
1917,0.6264812049746096
1959,0.36556521780121126
1910,0.6896478576959021
1984,0.5669678474666755
1921,0.47775673532111873
1874,0.00011784823268897848
2001,1.1166120047280712
1904,0.21613365875158652
1888,0.0005892411634448924
1935,0.306641101456722
1969,0.5296099577042693
1929,0.3608512884936521
1911,0.7512824833922378
1918,0.47492837773658325
1928,0.3491843134574432
1977,0.5114613298701666
1940,0.2748220786306978
1970,0.5710925356107898
1909,0.6392088141050193
1994,0.6598322548255905
1922,0.40846197449999944
1903,0.31418338834881665
1948,0.268340425832804
1907,0.29084943827639886
1962,0.4095226085942002
2002,1.2200827530289942
2008,2.8402602560370704
1987,0.5774563401759946
2005,1.9701867540943423
1934,0.30852667317974564
1924,0.3510698851804669
1931,0.31312275425461583
1998,0.8879864333114529
1942,0.2618587730349102
2006,2.0711826895087966
1986,0.5747458308241481
2017,0.20069554026933034
1913,1.1169655494261381
1937,0.3443525359171951
1971,0.5687355709570101
1958,0.3714576294356602
2003,1.3675108921229062
2015,5.457787352291971
2009,3.6067451614461863
1961,0.40999400152495613
1898,0.2052916213442005
1979,0.5448123797211475
1947,0.2454778686911422
1897,0.1561489083128965
1951,0.2979203322377376
1949,0.2909672865090879
2010,4.251846387185655
1989,0.6065648536501722
1960,0.38972410550245185
2004,1.6576532410031712
1930,0.3133584507199938
2007,2.3014581361830606
1996,0.7330160073254461
1938,0.3263217563157814
1995,0.7013148327321109
1887,0.00011784823268897848
1927,0.35295545690349056
1945,0.20859137185949192
1985,0.5941907892178295
1955,0.34022784777308085
2018,0.03983270264887473
1982,0.525367421327466
